role,title,company,city
data engineer,Werkstudent Datenmanagement (m/w/d),TKMS GmbH,Böhnhusen
data engineer,Electrical Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,DevOps Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,AI Security Lead (m/w/d)*,Tagueri AG,Hamburg
data engineer,MLOps Engineer (m/w/d),Rheinmetall AG,Bremen
data engineer,New Key Account Manager (m/w/d) - Creative/Data/Digital,WVD Dialog Marketing GmbH,"Chemnitz, Sachsen"
data engineer,AI-Engineer (m/w/d),Expert Select GmbH,Köln
data engineer,Knowledge Engineer (m/w/d),ercas Software Solutions GmbH,Wasserburg (Bodensee)
data engineer,Produktdatenmanager (m/w/d),Tempton Personaldienstleistungen GmbH NL Neuss Office,Düsseldorf
data engineer,Reliability Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Mannheim
data engineer,Business Continuity & Resilience Specialist (m/w/d),CreditPlus Bank AG,Stuttgart
data engineer,Sales Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bochum
data engineer,Senior Database Administrator (m/f/d),Mühlbauer Group,"Roding, Regen"
data engineer,Senior Produktdatenmanager (m/w/d) in Vollzeit,Diesel Technic SE,Kirchdorf bei Sulingen
data engineer,Tech Lead Order Management (m/f/d),Bauhaus AG,Mannheim
data engineer,NTT DATA Business Solutions Global Managed Services GmbH: Data Migration Lead SAP (w/m/d),NTT DATA Business Solutions Global Managed Services GmbH,Berlin
data engineer,Software Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,Tech Lead Dropshipment (m/f/d),Bauhaus AG,Mannheim
data engineer,Software Engineer (m/w/d) Typescript,Akkodis Germany Tech Experts GmbH,Bremen
data engineer,Principal AI Vehicle Architect (f/m/x),BMW AG,München
data engineer,BI Engineer (m/w/d),Hays Professional Solutions GmbH,Hannover
data engineer,Senior Frontend Developer (m/w/d) Mobile App,CreditPlus Bank AG,Stuttgart
data engineer,Project Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Singen (Hohentwiel)
data engineer,Electrical Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,Electrical Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,Systems Engineer (m/w/d),NORDkind Recruiting GmbH,Bremen
data engineer,MLOps Engineer (m/w/d),HUK-COBURG VVaG,Coburg
data engineer,Requirements Engineer (m/w/d),OHB-System AG,Bremen
data engineer,Working Student System Team Dev-/Data-Ops Tools and Infrastructure (f/m/div.) / REF285928O,Robert Bosch GmbH,Hildesheim
data engineer,AI Engineer (m/w/d) 1,Riverty,Dortmund
data engineer,Senior QA Engineer (m/w/d) – Testautomatisierung & OT-Softwarequalität - ab sofort - VZ,VIDEC Data Engineering GmbH,Bremen
data engineer,Services Senior Architekt (w/m/d) Analytics & Insights,SAP,"Walldorf, Baden"
data engineer,Tech Lead SRE & Cloud Platform (m/f/d),Bauhaus AG,Mannheim
data engineer,Simulation Engineer (m/w/d),Aviation Industry Personnel Services GmbH,"Weßling, Oberbayern"
data engineer,"Technical Sales & Sales Support Engineer - Data Center Solutions (Back Office), Vakanz - Heek",2G Energy AG,
data engineer,Integration Engineer (m/w/d),Löwenstein Med.Techn.GmbH+Co.KG,Bad Ems
data engineer,AI Engineer (m/w/d),MEDIAN Unternehmensgruppe B.V. & Co. KG,Berlin
data engineer,.NET Engineer (m/w/d),Dracoon GmbH,Regensburg
data engineer,Purchasing Manager / Purchasing Engineer,KINGFA SCI. & TECH. (Europe) GmbH,Wiesbaden
data engineer,AI Engineer (m/w/d),Werhahn & Nauen SE & Co. OHG vertreten durch Basalt-Actien-Gesellschaft,Linz am Rhein
data engineer,Software Engineer (m/w/d),expo3 GmbH,Meßkirch
data engineer,Geospatial MLOps Engineer (m/w/d),GAF AG,München
data engineer,Technical Sales Engineer Mitte (Mittel- Südhessen bis Saarland) (w/m/d) - ab sofort - VZ,VIDEC Data Engineering GmbH,Bremen
data engineer,Digital Manufacturing Engineer (m/w/d),Rheinmetall AG,Neuss
data engineer,Hardware Systems Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,München
data engineer,Room Qualification Engineer (m/w/d),Hays Professional Solutions GmbH,Singen (Hohentwiel)
data engineer,Lead Research Engineer (f/m/d): Foundation and World Models on Structured Data,SAP,
data engineer,Werkstudent (m/w/d) KI Engineer,CITTI Handelsgesellschaft mbH & Co. KG,Kiel
data engineer,System Engineer Database (m/w/d),puro Personaldienstleistung GmbH,Garching bei München
data engineer,Research Engineer (m/w/d),Calderys Metalcasting Germany GmbH,"Oberhausen, Rheinland"
data engineer,Machine Learning Engineer (m/w/d),OPTUM GmbH,"Heilbronn, Neckar"
data engineer,System Engineer Netzwerk (m/w/d),Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Manufacturing Engineer (f/m/d),ROSA Experts AG & Co KG,München
data engineer,System Engineer (m/w/d) Linux,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,System Engineer (m/w/d) Luftfahrt,Akkodis Germany Tech Experts GmbH,Donauwörth
data engineer,Principal Engineer,Delivery Hero SE,
data engineer,AI / ML Engineer - in Regensburg,Creativity Service GmbH,Regensburg
data engineer,Senior Container Administrator,Data-Warehouse GmbH,Hallbergmoos
data engineer,Cloud Architect / Engineer,committance AG,Montabaur
data engineer,Software Test Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,München
data engineer,Software Engineer DevOps (m/w/d),Akkodis Germany Tech Experts GmbH,Bremen
data engineer,System Engineer E-Mobility (w/m/d),Brunel GmbH NL Dortmund,
data engineer,Senior AI Engineer (d/w/m),Charité Universitätsmedizin Berlin KdöR,Berlin
data engineer,Microsoft System Engineer (m/w/d),LEITWERK AG,Freiburg im Breisgau
data engineer,Databricks Engineer Experte (m/w/d): mind. 2 Jahre Erfahrung + Deutsch C-Niveau+ Banking Environment,Halbauer GmbH,"Eschborn, Taunus"
data engineer,Machine Learning Engineer (m/w/d),Bizerba SE & Co. KG,Balingen
data engineer,Commercial Engineer (w/m/d),Vestas Deutschland GmbH,"Husum, Nordsee"
data engineer,Security Engineer Web (m/w/d),Hays Professional Solutions GmbH Standort Nürnberg,
data engineer,24800: Ingenieur (m/w/d) technische Datenanalyse,Cs2 ITEC GmbH   Co. KG,Mülheim an der Ruhr
data engineer,Security Operations Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Cloud Ops Engineer (m/w/d)(m/w/d),SOTEC GmbH & Co KG,Ostelsheim
data engineer,Software Engineer (m/w/d) DSL,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Software Engineer DevOps (m/w/d),Sebastian Hennig,Schweinfurt
data engineer,OT Security Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,"Augsburg, Bayern"
data engineer,Security Engineer (m/w/d) Infrastructure,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,DevOps & Cloud Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,DevOps / Site Reliability Engineer (m/w/d),Maryna Simon,Würzburg
data engineer,Azure DevOps & Cloud Engineer (m/w/d),Rocket Road GmbH,
data engineer,BI & Analytics Engineer (m/w/d),DIS AG Ulm,Laupheim
data engineer,Frontend Engineer/BI Engineer (m/w/d) Finance,Dirk Rossmann GmbH,Burgwedel
data engineer,"AI / ML Engineer, in Regensburg",Creativity Service GmbH,Regensburg
data engineer,AI Engineer (all genders),OPTUM GmbH,"Heilbronn, Neckar"
data engineer,Senior Engineer Mechanical (m/f/d),exyte Management GmbH,München
data engineer,Process Engineer (m/f/d),AutoGyro GmbH,Hildesheim
data engineer,System Validation Engineer (m/w/d) - Schwerpunkt Landmaschinen,Akkodis Germany Tech Experts GmbH,Mannheim
data engineer,Senior DevOps Engineer (m/w/d),BWI GmbH,München
data engineer,Informatiker (m/w/d) - Referenznummer: 160426-1-FRA,BFI Informationssysteme GmbH,Frankfurt am Main
data engineer,System Engineer (m/w/d) Infrastruktur & Workplace,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Senior Requirements Engineer (m/w/d),TEQYARD GmbH,Braunschweig
data engineer,Junior Quality & Regulatory Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Berlin
data engineer,IT Security Engineer (m/w/d),Neumüller Personalberatung Regina Neumüller e.K.,Röthenbach an der Pegnitz
data engineer,Senior Systems Engineer (m/w/d),sector27 GmbH,Dorsten
data engineer,Ranking Expert / Ranking Engineer  (m/w/d),Ludwig-Maximilians-Universität München,München
data engineer,Machine Learning Engineer (m/w/d),Hoffrogge GmbH,Wildeshausen
data engineer,Operations Planning Engineer (m/w/d),CEVA Logistics GmbH,"Lich, Hessen"
data engineer,Senior Frontend Engineer (Angular),Deutsches Krebsforschungszentrum,"Heidelberg, Neckar"
data engineer,Linux System Engineer (m/w/d),LEITWERK AG,Appenweier
data engineer,Manufacturing Process Engineer/in (m/w/d),Schaffenberger GmbH,Hamburg
data engineer,Senior Cloud Platform Engineer (m/w/d),LZ Informatik,"Nürnberg, Mittelfranken"
data engineer,Service Engineer (Specialist) (m/w/d),Vodafone GmbH,Düsseldorf
data engineer,Senior AI Platform Engineer (f/m/x),BMW AG,München
data engineer,Senior Engineer Buildingautomation (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,Cloud & KI Platform Engineer (m/w/d),ÖRAG Rechtsschutzversicherungs-AG,Düsseldorf
data engineer,(Senior) Engineer Adaptive Validation (m/f/d),Da Vinci Engineering GmbH,Raunheim
data engineer,Mechanical Development Engineer (f/m/d),G.F. Peters & Partner GmbH,"Taufkirchen, Kreis München"
data engineer,Junior Survey Engineer (m/f/d),Murphy Geospatial Germany GmbH,Dresden
data engineer,IoT Test & Integration Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Kaufering
data engineer,Solution Architect (all genders),BORA Lüftungstechnik GmbH,Raubling
data engineer,Software Engineer (m/w/d) Cloud Services,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Electrical Integration Engineer (m/w/d) - Hubschraubersysteme,Akkodis Germany Tech Experts GmbH,Donauwörth
data engineer,(Junior) DevOps Engineer - Virtualisierung & Cloud-Plattform (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg
data engineer,AI SOLUTIONS ENGINEER / AI FULL‑STACK DEVELOPER (M/W/D),xeomed GmbH,"Nürnberg, Mittelfranken"
data engineer,Entwicklungsingenieur Aerodynamik (all gender),ALTEN Consulting Services GmbH Stuttgart,
data engineer,Senior Azure Cloud Plattform Engineer (m/w/d),expertplace professionals GmbH,Köln
data engineer,Software Engineer Prüfstand & HIL (m/w/d),NORDkind Recruiting GmbH,Bremen
data engineer,Controls Engineer (m/w/d) mit Schwerpunkt Scada-Visualisierung,PROBAT SE,Emmerich am Rhein
data engineer,Senior Process Engineer (m/w/d),Danisco Deutschland GmbH,Niebüll
data engineer,Senior DevOps Engineer (all gender),ALTEN Consulting Services GmbH Stuttgart,
data engineer,Founding DevOps Engineer(SRE),Cygrid GmbH,Berlin
data engineer,System Safety Engineer (d/f/m),Airbus Defence and Space GmbH,Manching
data engineer,Senior Search Engineer (m/w/d),Conrad Electronic SE,"Hirschau, Oberpfalz"
data engineer,Azure Platform Engineer (w/m/d),SMF GmbH,Dortmund
data engineer,Enterprise Architect (all genders),BORA Lüftungstechnik GmbH,Raubling
data engineer,"Regulatory Compliance Engineer, Metrology (m/w/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Instrument Operations Engineer (f/m/d),MPI f. Sonnensystemforschung,Göttingen
data engineer,Flight Aerodynamic Engineer (m/f/d),FERCHAU GmbH GB Aviation München,Manching
data engineer,Werkstudent IoT-Engineer Batteriezellfertigung (w/m/x),BMW AG,München
data engineer,Space Systems Engineer (m/f/d),OHB-System AG,Bremen
data engineer,System Engineer (m/w/d) - RACF / z/OS,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,System Support Engineer (m/f/d),Hays Professional Solutions GmbH,Poing bei München
data engineer,KI-Spezialist und Automation Engineer (m/w/d),Metzler GmbH,Reutlingen
data engineer,Machine Learning Engineer (w/m/d) - ID 171,Bayerisches Landesamt für Steuern Dienststelle Nürnberg,"Nürnberg, Mittelfranken"
data engineer,Avionics Systems Engineer - Navigation (m/w/d),Guldberg GmbH,
data engineer,Lead Engineer Predictive Maintenance (m/w/d),meurer Verpackungssysteme GmbH,"Fürstenau bei Bramsche, Hase"
data engineer,"Project Engineer - BESS, Stuttgart (m/w/d)",Tesla Germany GmbH,Stuttgart
data engineer,Cloud Engineer (m/w/d) Palo Alto Plattform ,berg-it projektdienstleistungen GmbH,"Nürnberg, Mittelfranken"
data engineer,Senior Engineer HVAC (m/f/d),exyte Management GmbH,Stuttgart
data engineer,Product Engineer / Teamleitung (m/w/d) - Schwerpunkt DevOps & Datenbankanwendungen,Bundesgesellschaft für Endlag erung mbH (BGE),Peine
data engineer,(Senior) Machine Learning Engineer (m/w/d),Hays AG,München
data engineer,Mechanical Wet Engineer (m/f/d),exyte Management GmbH,Dresden
data engineer,Cyber Security Consultant & Engineer (m/w/d),WAGO GmbH & Co. KG,"Minden, Westfalen"
data engineer,Infrastruktur- und Datenarchitekt (m/w/d),Bonn-Netz GmbH,Bonn
data engineer,Radar System Engineer SAR (m/f/d),OHB-System AG,"Salem, Baden"
data engineer,System Engineer VMware / HCI (m/w/d),sector27 GmbH,Dorsten
data engineer,Senior System Engineer Architecture (m/f/d),OHB-System AG,Bremen
data engineer,Senior Software Engineer Backend (m/w/d),365FarmNet Group GmbH,Berlin
data engineer,Senior Software Engineer* Python/AI,inovex GmbH,Stuttgart
data engineer,Senior Engineer – Analysis Testing (m/w/d),Aviation Industry Personnel Services GmbH,"Weßling, Oberbayern"
data engineer,Senior Stress Engineer - In Service (m/w/d),Aviation Industry Personnel Services GmbH,"Weßling, Oberbayern"
data engineer,Änderungsmanager Automotive Entwicklung (m/w/d),prognum Automotive GmbH,Stuttgart
data engineer,Senior Engineer Materials Science (m/w/d),Kennametal Shared Services GmbH Fürth,Mistelgau
data engineer,AI Forward Deployed Engineer (m/w/d),CANCOM SE,München
data engineer,Lead Engineer Mechnical (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,Senior Digitalization Engineer (m/f/d),tk UHDE GmbH,Dortmund
data engineer,Azure DevOps Engineer mit Fokus Azure AI (a*),Hamburger Energienetze GmbH,Hamburg
data engineer,Control Systems Engineer (m/f/d),exyte Management GmbH,Stuttgart
data engineer,Spacecraft Database Engineer Software (m/f/d),OHB-System AG,Bremen
data engineer,Logistic Support Analysis Engineer (m/w/d),Airbus Defence and Space GmbH,Donauwörth
data engineer,CSV Specialist / Senior CSV Engineer (m/f/d),Randstad Deutschland GmbH & Co.KG,"Homburg, Saar"
data engineer,Business Engineer (m/w/d) Fahrplan-IT in Frankfurt,Akkodis Germany Tech Experts GmbH,Frankfurt am Main
data engineer,Engineer Sanitary (m/f/d) Industrial Projects,exyte Management GmbH,Dresden
data engineer,Projektingenieur Schiffsentwurf / Naval Design Engineer (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg
data engineer,System Safety Engineer (d/f/m),Airbus Defence and Space GmbH,Manching
data engineer,Senior Engineer Electrical (m/f/d),exyte Management GmbH,München
data engineer,Senior Electrical Engineer (m/f/d),exyte Management GmbH,Leverkusen
data engineer,Software Engineer KI / NLP / Information Retrieval (m/w/d),Jobware GmbH,Paderborn
data engineer,Mechanical Design Engineer Marine Systems (m/w/d),Akkodis Germany Tech Experts GmbH,Wedel
data engineer,Senior Expert Site Reliability Engineer (m/w/d),Vodafone GmbH,Düsseldorf
data engineer,Lead Engineer HVAC (m/f/d),exyte Management GmbH,Stuttgart
data engineer,Solution Engineer - Defense / Public (m/w/d),Deloitte GmbH,Leipzig
data engineer,Netzwerk und Security System Engineer (m/w/d),LEITWERK AG,"Karlsruhe, Baden"
data engineer,Network Engineer – Datacenter (f/m/d),1 & 1 Mail & Media Applications SE,München
data engineer,"AI Engineer (m/w/d) Modelle für die Produktion, nicht für die Schublade",Expert Select GmbH,Rüsselsheim am Main
data engineer,System Engineer - Virtualization (f/m/d),1 & 1 Mail & Media Applications SE,München
data engineer,Graduate Engineer Process - Process Supply Systems (m/f/d),exyte Management GmbH,Dresden
data engineer,Artificial Intelligence Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,Änderungsmanager Automotive Entwicklung (m/w/d),prognum Automotive GmbH,München
data engineer,Senior Sensor Technology Engineer,NDT Global GmbH,Stutensee
data engineer,GROUND SEGMENT ENGINEER (D/F/M),Guldberg GmbH,Immenstaad am Bodensee
data engineer,Experienced DevOps Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Berlin
data engineer,Senior QA/QC Engineer - Mechanical (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,SENIOR DEVOPS & PLATFORM ENGINEER (m/w/d),hygi.de GmbH & Co.KG,Telgte
data engineer,"Senior Software Engineer, Site Reliability Engineering",Google Germany GmbH,München
data engineer,Experienced Software Engineer - AI Integration Engineer (m/f/d),Media-Saturn Deutschland GmbH,"Ingolstadt, Donau"
data engineer,Senior ML Search Engineer (m/w/d),Conrad Electronic SE,"Hirschau, Oberpfalz"
data engineer,Senior Software Engineer für Pricing-Plattform (w/m/d),HUK-COBURG VVaG,Coburg
data engineer,Senior Systems Engineer (m/w/d) RF Sensors,Akkodis Germany Tech Experts GmbH,Donauwörth
data engineer,Databricks Specialist (m/w/d) - Banking  2+ Jahre Erfahrung & Deutsch C‑Level,Halbauer GmbH,"Eschborn, Taunus"
data engineer,System Engineer (m/f/d) Flight Test,FERCHAU GmbH GB Aviation München,Manching
data engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,Senior DevOps Engineer (m/f/d) Hybrid Infrastructure,MOTOR Ai GmbH,Berlin
data engineer,Senior QA/QC Engineer - Electrical (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,DevOps Engineer Hybrid Cloud (DataCenter Operations) – (m/w/d) ,Deutsche WertpapierService Bank AG,"Eschborn, Taunus"
data engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,Supplier Quality Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,KI Manager (m/w/d),WeberHaus GmbH & Co. KG,"Rheinau, Baden"
data engineer,Senior Software Solution Engineer (m/w/d),Deloitte GmbH,"Görlitz, Neiße"
data engineer,Senior Oracle Database Engineer (f/m/x),Deutsche Bank AG,Frankfurt am Main
data engineer,"Regulatory Compliance Engineer, Grid Interoperability (m/w/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Field Service Engineer / Servicetechniker Netzwerkkomponenten (m/w/d),puro Personaldienstleistung GmbH,"Nürnberg, Mittelfranken"
data engineer,Field Service Engineer / Servicetechniker Netzwerkkomponenten (m/w/d),puro Personaldienstleistung GmbH,"Ulm, Donau"
data engineer,Senior Business Intelligence & Integration Engineer (m/w/d),Haeger & Schmidt Logistics GmbH,Duisburg
data engineer,"Software Engineer II, Vulnerability Management",Google Germany GmbH,München
data engineer,AI Engineer – Agentic AI Execution Layer (all genders),Serrala Group GmbH,Norderstedt
data engineer,IT- Support Engineer (m/w/d) im 1st und 2nd Level Support in Nürnberg,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Systems Engineer Windows Server Support (m/w/d),MR Datentechnik Vertriebs- und Service GmbH,"Nürnberg, Mittelfranken"
data engineer,Software Engineer AI - Senior Expert  (m/w/d),Deutsche Telekom AG,Bamberg
data engineer,C++ Software Engineer Embedded Systems & Architektur (m/w/d),Akkodis Germany Tech Experts GmbH,Wedel
data engineer,Resident Engineer Thermodynamics / Calibration / Testing (m/w/d) Denmark,ROSA Experts AG & Co KG,Aachen
data engineer,Systems Engineer for Telecommunication Missions (m/f/d),OHB-System AG,Bremen
data engineer,IPS Systems & Verification Engineer - Maritime Defence (m/w/d),Akkodis Germany Tech Experts GmbH,Hamburg
data engineer,Lead Engineer Black Media (m/f/d) Construction,exyte Management GmbH,Stuttgart
data engineer,Software Engineer (Program Analysis) (m/f/x),CISPA - Helmholtz-Zentrum für Informationssicherheit gGmbH,Saarbrücken
data engineer,IT-Engineer Reporting und Analyse MicroStrategy / Power BI (m/w/d),Bausparkasse Schwäbisch Hall AG,Schwäbisch Hall
data engineer,Databricks Spezialist (m/w/d),Herrmann Personaldienste GmbH,Köln
data engineer,Engineer HVAC (m/f/d) Industry Projects,exyte Management GmbH,München
data engineer,Software Security Researcher / Engineer (m/f/x),CISPA - Helmholtz-Zentrum für Informationssicherheit gGmbH,Saarbrücken
data engineer,Technical Project Engineer Digital Innovation (m/w/d),Miele & Cie. KG Werk Gütersloh,Gütersloh
data engineer,Senior C++ Algorithm Engineer Signal Processing (m/f/x) 1544,Nash Technologies Germany GmbH,Böblingen
data engineer,Project Engineer – Thermal Management (m/f/x),ARRK Engineering GmbH,München
data engineer,Senior System Engineer (SpaceOps) (m/f/d),Rheinmetall AG,München
data engineer,Senior AI Systems Engineer (f/m/x),BMW AG,München
data engineer,EHS Safety Engineer / Sicherheitsingenieur (m/w/\*),3M Deutschland GmbH Hauptverwaltung,Neuss
data engineer,"AI Engineer, Google Cloud Consulting (English, German)",Google Germany GmbH,Frankfurt am Main
data engineer,IT System Engineer (m/w/d) z/OS Netzwerk und Security,Akkodis Germany Tech Experts GmbH,"Nürnberg, Mittelfranken"
data engineer,Senior Process Engineer Packaging (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,Senior Process Engineer Logistics (m/f/d),exyte Management GmbH,Bad Homburg vor der Höhe
data engineer,ML Ops Engineer - Implementation (f/m/x),BMW AG,München
data engineer,Senior AI ADAS Engineer (f/m/x),BMW AG,München
data engineer,(Senior) Thermal Test Engineer (m/f/d),Tesla Germany GmbH,Berlin
data engineer,(Senior) Software Test Engineer (all genders),Almato AG,Stuttgart
data engineer,Research Engineer Foundation Model ML Ops (f/m/div.) / REF274547W,Robert Bosch GmbH,Renningen
data engineer,Conversational AI & ML Solution Engineer (m/w/d),Deloitte GmbH,Leipzig
data engineer,"Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Berlin
data engineer,Senior Security Engineer- Zalando Payments (all genders),Zalando SE,Berlin
data engineer,Software Engineer / C# / .NET & Cloud (m/w/d),Crane Payment Innovations GmbH,Buxtehude
data engineer,IT Engineer BI & Analytics (m/w/d) 40% Remote,EICS PD GmbH,"Ulm, Donau"
data engineer,ME Process Engineer MCA H175 (m/w/d),fabplus GmbH,Donauwörth
data engineer,Senior Simulation Engineer (Tire Wear) (m/f/d),Compredict GmbH,Darmstadt
data engineer,Full Stack React & Node.js Engineer (m/w/d),Bauhaus AG,Mannheim
data engineer,Senior Machine Learning Engineer - Tech Foundations - Global Machine Learning Platform,Delivery Hero SE,
data engineer,CAMO Support A400M / CAMO Engineer (d/f/m),Airbus Defence and Space GmbH,Wunstorf
data engineer,"(Senior) Cell Test Engineer, Powertrain Engineering Europe (m/w/d)",Tesla Germany GmbH,Berlin
data engineer,Business Intelligence Software Engineer / Backend Entwickler (m/w/d),Deinzer + Weyland GmbH,Worms
data engineer,Business Intelligence Software Engineer / Backend Entwickler (m/w/d),Deinzer + Weyland GmbH,Frankfurt am Main
data engineer,"(Senior) Electronics Failure Analysis Engineer, Energy (m/f/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Turbine Heat Transfer Design Engineer (f/m/d),Siemens Energy Global GmbH & Co. KG,Mülheim an der Ruhr
data engineer,Databricks Spezialist (m/w/d),Herrmann Personaldienste GmbH,Köln
data engineer,Development Engineer Power Semiconductors Automotive (f/m/div.) / REF271347J,Robert Bosch GmbH,Dresden
data engineer,IT System Engineer - KI-Infrastruktur und Rechenzentrumsbetrieb (m/w/d),BWI GmbH,Leipzig
data engineer,"Validation Engineer - Context, Semantics & Memory (f/m/x)",BMW AG,München
data engineer,Java / Golang Senior Cloud Software Engineer (m/f/d),Liebherr-International Deutschland GmbH,"Ulm, Donau"
data engineer,"Electronic Systems Architecture & Integration Engineer (m/w/d) Berlin, Germany",Tesla Germany GmbH,Berlin
data engineer,Embedded Software Engineer (m/w/d) - militärische Vision & KI-Systeme,Akkodis Germany Tech Experts GmbH,Schrobenhausen
data engineer,"Field Reliability Engineer, High Voltage Systems (m/w/d)",Tesla Germany GmbH,Berlin
data engineer,"Senior Software Engineer, ReactJS & Python - (Logistics, Choice)",Delivery Hero SE,Berlin
data engineer,Analytics and Audit Engineer (m/w/d) – Revision Analyse,Dirk Rossmann GmbH,Burgwedel
data engineer,SENIOR GLOBAL PRODUCTION PLANNING ENGINEER (D/M/W),Guldberg GmbH,Donauwörth
data engineer,"Forward Deployed Engineer, GenAI, DACH, Google Cloud",Google Germany GmbH,München
data engineer,"Staff Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Hamburg
data engineer,"Senior Forward Deployed Engineer, GenAI, Google Cloud",Google Germany GmbH,Berlin
data engineer,AI-Engineer Medien- und Verlagsbranche (all genders),Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin
data engineer,Process Engineer for Process and Logistics Simulation (m/f/d),exyte Management GmbH,Stuttgart
data engineer,Software Engineer/Senior Developer SAP S/4HANA (m/w/d),KTR Systems GmbH,Rheine
data engineer,Cloud Backend Engineer (m/w/d) - KI-basiertes Recycling,WeSort.AI GmbH,Würzburg
data engineer,Senior Solutions Engineer - Public Sector (m/f/d),NetApp Deutschland GmbH,
data engineer,"(Senior) Cell Abuse Test Engineer, Powertrain Engineering Europe (m/w/d)",Tesla Germany GmbH,Berlin
data engineer,"(Senior) Process Engineer, Energy Products (m/f/d)",Tesla Germany GmbH,Freiburg im Breisgau
data engineer,Senior Requirements Engineer - Delivery im Defense - Sektor (m/w/d),Deloitte GmbH,Leipzig
data engineer,Manufacturing Engineer (f/m/d) for Investment Casting,Siemens Energy Global GmbH & Co. KG,Berlin
data engineer,Senior Engineer - Intelligent Building Control - BACS (m/f/d),exyte Management GmbH,Stuttgart
data engineer,Senior Conversational AI & ML Solution Engineer (m/w/d),Deloitte GmbH,Leipzig
data engineer,Senior AI Engineer for the Infotainment Platform (f/m/x),BMW AG,München
data engineer,Manufacturing Engineer im Bereich CoE Airframe Strukturmontage H160 (d/m/w),fabplus GmbH,Donauwörth
data engineer,"(Senior) Drive Systems Reliability Engineer, Hardware Test Engineering (m/f/d)",Tesla Germany GmbH,Berlin
data engineer,"Senior Software Engineer, Golang - Inventory Management",Delivery Hero SE,
data engineer,Supplier Quality Engineer (f/m/d) Fluent System,Siemens Energy Global GmbH & Co. KG,Erlangen
data engineer,Platform Engineer xPlatforms – Defence Innovation Center (m/w/d),BWI GmbH,"Nürnberg, Mittelfranken"
data engineer,RF TX Silicon Validation Engineer (m/f/d) #200657148,Apple Technology Engineering B.V. & Co. KG,München
data engineer,Industrial/Manufacturing Engineer (f/m/d) – Gas Turbines,Siemens Energy Global GmbH & Co. KG,Berlin
data engineer,"Senior Engineer, Golang - (Logistics, Rider Experience) ",Delivery Hero SE,
data engineer,Senior Fullstack Engineer (all genders) at mama health in Berlin,timpeo GmbH,Berlin
data engineer,Senior Fullstack Engineer (all genders) at mama health in Berlin,timpeo GmbH,Berlin
data engineer,Senior Machine Learning Software Engineer - Persönliche & Intelligente Einkaufsbegleitung (w/m/d),dmTECH GmbH,"Karlsruhe, Baden"
